X,Y,STARTDATE,FINISHDATE,LOCNAME,AREAHA,LOCRELIAB,COUNTRYID,LOCUSTID,REPORTID,ACOMMENT,LOCPRESENT,CONFIRMATN,BREEDING,GADMINDHA,GADMAXDHA,CTLSTDATE,CTLFNDATE,CTLEXACT,CTLPTMONTH,CTLPESTIC
-15.35222222,16.66805556,10/10/04 0:00,10/10/04 0:00, ,0,Exact, ,58397,BIGRAMSES_20041015_M,140 ha treated.,1,1,2,0,0,10/10/04 0:00,10/10/04 0:00,1,0,140 ha treated.
-12.33083333,17.27722222,9/21/04 0:00,9/21/04 0:00, ,100,Exact, ,56479,BIGRAMSES_20040924_M,100 ha treated.,1,1,2,6000000,6000000,9/21/04 0:00,9/21/04 0:00,1,0,100 ha treated.
-14.2425,16.9325,9/10/04 0:00,9/10/04 0:00, ,40,Exact, ,55303,BIGRAMSES_20040914_M,40 ha treated.,1,1,1,2600000,2600000,9/10/04 0:00,9/10/04 0:00,1,0,40 ha treated.
-11.20805556,16.5775,10/13/04 0:00,10/13/04 0:00, ,1200,Exact, ,58479,BIGRAMSES_20041015_M,1200 ha treated.,1,1,2,300000,300000,10/13/04 0:00,10/13/04 0:00,1,0,1200 ha treated.
-12.07055556,15.45722222,10/2/04 0:00,10/2/04 0:00, ,100,Exact, ,58223,BIGRAMSES_20041015_M,100 ha treated.,1,1,2,0,0,10/2/04 0:00,10/2/04 0:00,1,0,100 ha treated.
-13.42138889,17.40194444,10/20/04 0:00,10/20/04 0:00, ,200,Exact, ,59510,BIGRAMSES_20041022_M,200 ha treated.,1,1,2,300000,300000,10/20/04 0:00,10/20/04 0:00,1,0,200 ha treated.
-14.23388889,16.54722222,9/18/04 0:00,9/18/04 0:00, ,300,Exact, ,56219,BIGRAMSES_20040923_M,60% des adultes sont,1,1,1,2000000,2000000,9/18/04 0:00,9/18/04 0:00,1,0,60% des adultes sont
-15.2625,16.61,10/4/04 0:00,10/4/04 0:00, ,1400,Exact, ,58243,BIGRAMSES_20041015_M,275 ha treated.,1,1,2,1000000,1000000,10/4/04 0:00,10/4/04 0:00,1,0,275 ha treated.
-15.72333333,16.55027778,10/15/04 0:00,10/15/04 0:00, ,3990,Exact, ,59210,BIGRAMSES_20041018_M,2500 ha treated.,1,1,2,700000,700000,10/15/04 0:00,10/15/04 0:00,1,0,2500 ha treated.
-15.33694444,16.82333333,10/6/04 0:00,10/6/04 0:00, ,1200,Exact, ,58131,BIGRAMSES_20041015_M,400 ha treated.,1,1,2,1000000,1000000,10/6/04 0:00,10/6/04 0:00,1,0,400 ha treated.
-13.02,19.85388889,10/15/04 0:00,10/15/04 0:00, ,100,Exact, ,59214,BIGRAMSES_20041018_M,100 ha treated. Flyi,1,1,2,2000000,2000000,10/15/04 0:00,10/15/04 0:00,1,0,100 ha treated. Flyi
3.233333333,34.31666667,4/5/04 0:00,4/5/04 0:00, ,2400,Exact, ,43177,BIGRAMSES_20040429_A,2400 HA TREATED,1,1,1,0,0,4/5/04 0:00,4/5/04 0:00,1,0,2400 HA TREATED
-2.05,32.8,4/7/04 0:00,4/7/04 0:00, ,2032,Exact, ,41127,MOR04-25,2032HA AERIAL CONTRO,1,1,1,500000,500000,4/7/04 0:00,4/7/04 0:00,1,-1,2032HA AERIAL CONTRO
-9.966666667,29.33333333,3/8/04 0:00,3/8/04 0:00, ,3000,Exact, ,38924,MOR04-18,3000HA AERIAL CONTRO,1,1,1,150000,150000,3/8/04 0:00,3/8/04 0:00,1,-1,3000HA AERIAL CONTRO
31.46472222,22.735,3/12/04 0:00,3/12/04 0:00, ,150,Exact, ,38883,EGY04-08,124HA GROUND CONTROL,1,1,1,0,0,3/12/04 0:00,3/12/04 0:00,1,-1,124HA GROUND CONTROL
-4.79,30.71555556,3/11/04 0:00,3/11/04 0:00, ,1000,Exact, ,39075,MOR04-18,1119HA AERIAL CONTRO,1,1,1,200000,200000,3/11/04 0:00,3/11/04 0:00,1,-1,1119HA AERIAL CONTRO
3.3,32.6,4/9/04 0:00,4/9/04 0:00, ,800,Exact, ,43205,BIGRAMSES_20040429_A,1200 HA TREATED,1,1,1,0,0,4/9/04 0:00,4/9/04 0:00,1,0,1200 HA TREATED
-4.013888889,34.18611111,12/29/04 0:00,12/29/04 0:00,Bougarba,40,Exact, ,68670,BIGRAMSES_20050104_M,40 ha treated.,1,1,2,200000,300000,12/29/04 0:00,12/29/04 0:00,1,0,40 ha treated.
-9.180555556,30.05472222,12/30/04 0:00,12/30/04 0:00,Aourhioult,5,Exact, ,68687,BIGRAMSES_20050104_M,5 ha treated.,1,1,2,500000,600000,12/30/04 0:00,12/30/04 0:00,1,0,5 ha treated.
3.783333333,34.06666667,4/17/04 0:00,4/17/04 0:00, ,200,Exact, ,43519,BIGRAMSES_20040429_A,200 HA TREATED,1,1,2,0,0,4/17/04 0:00,4/17/04 0:00,1,0,200 HA TREATED
-15.80777778,19.87055556,1/24/04 0:00,1/24/04 0:00, ,230,Exact, ,35597,BIGRAMSES_20040203_M,110 ha treated.,1,1,2,200000,200000,1/24/04 0:00,1/24/04 0:00,1,0,110 ha treated.
-13.06444444,20.01333333,1/17/04 0:00,1/17/04 0:00, ,600,Exact, ,35534,BIGRAMSES_20040203_M,600 ha treated.,1,1,2,550000,550000,1/17/04 0:00,1/17/04 0:00,1,0,600 ha treated.
-7.156388889,30.55027778,3/29/04 0:00,3/29/04 0:00, ,700,Exact, ,40667,MOR04-19,700HA AERIAL CONTROL,1,1,1,500000,500000,3/29/04 0:00,3/29/04 0:00,1,-1,700HA AERIAL CONTROL
-2.747777778,32.27277778,3/20/04 0:00,3/20/04 0:00, ,600,Exact, ,39479,MOR04-18,610HA GROUND CONTROL,1,1,1,300000,300000,3/20/04 0:00,3/20/04 0:00,1,-1,610HA GROUND CONTROL
-5.030833333,31.63055556,3/19/04 0:00,3/19/04 0:00, ,150,Exact, ,39419,MOR04-18,150HA GROUND CONTROL,1,1,1,250000,250000,3/19/04 0:00,3/19/04 0:00,1,-1,150HA GROUND CONTROL
-8.324444444,28.93472222,3/6/04 0:00,3/6/04 0:00, ,40,Exact, ,38322,MOR04-12,40HA GROUND CONTROL,1,1,1,220000,220000,3/6/04 0:00,3/6/04 0:00,1,-1,40HA GROUND CONTROL
-9.584444444,29.86666667,3/25/04 0:00,3/25/04 0:00, ,50,Exact, ,40375,MOR04-19,50HA GROUND CONTROL,1,1,1,400000,400000,3/25/04 0:00,3/25/04 0:00,1,-1,50HA GROUND CONTROL
-11.3975,15.87722222,9/14/04 0:00,9/14/04 0:00, ,400,Exact, ,55676,BIGRAMSES_20040920_M,200 ha treated.,1,1,2,650000,650000,9/14/04 0:00,9/14/04 0:00,1,0,200 ha treated.
-12.01916667,15.43583333,9/26/04 0:00,9/26/04 0:00, ,80,Exact, ,57871,BIGRAMSES_20041015_M,80 ha treated.,1,1,2,5000000,5000000,9/26/04 0:00,9/26/04 0:00,1,0,80 ha treated.
-10.92083333,16.20166667,9/26/04 0:00,9/26/04 0:00, ,1000,Exact, ,57882,BIGRAMSES_20041015_M,800 ha treated.,1,1,2,250000,250000,9/26/04 0:00,9/26/04 0:00,1,0,800 ha treated.
-14.0425,16.82388889,9/13/04 0:00,9/13/04 0:00, ,400,Exact, ,55721,BIGRAMSES_20040920_M,400 ha treated.,1,1,2,4000000,4000000,9/13/04 0:00,9/13/04 0:00,1,0,400 ha treated.
-4.114166667,31.51638889,10/9/04 0:00,10/9/04 0:00,ZERZEF,20,Exact, ,58515,BIGRAMSES_20041015_M,20 ha treated.,1,1,2,150000,150000,10/9/04 0:00,10/9/04 0:00,1,0,20 ha treated.
-16.51638889,22.03805556,9/27/04 0:00,9/27/04 0:00,Grayer Atigue,120,Exact, ,58503,BIGRAMSES_20041015_M,75 ha treated.,1,1,2,80000,80000,9/27/04 0:00,9/27/04 0:00,2,3,75 ha treated.
5.8375,16.16305556,9/11/04 0:00,9/11/04 0:00, ,100,Exact, ,56401,BIGRAMSES_20040923_N,100 ha treated.,1,1,1,150000,400000,9/11/04 0:00,9/11/04 0:00,1,0,100 ha treated.
-12.54055556,17.42361111,10/12/04 0:00,10/12/04 0:00, ,2800,Exact, ,58449,BIGRAMSES_20041015_M,2800 ha treated.,1,1,2,800000,800000,10/12/04 0:00,10/12/04 0:00,1,0,2800 ha treated.
3.166666667,20.03333333,10/6/04 0:00,10/6/04 0:00, ,200,Exact, ,57362,BIGRAMSES_20041015_A,200 ha treated.,1,1,2,0,0,10/6/04 0:00,10/6/04 0:00,1,0,200 ha treated.
-11.45583333,16.40388889,10/13/04 0:00,10/13/04 0:00, ,3200,Exact, ,58472,BIGRAMSES_20041015_M,3200 ha treated.,1,1,2,3000000,3000000,10/13/04 0:00,10/13/04 0:00,1,0,3200 ha treated.
-11.33555556,15.6625,9/19/04 0:00,9/19/04 0:00, ,400,Exact, ,56245,BIGRAMSES_20040923_M,140 ha treated.,1,1,2,800000,800000,9/19/04 0:00,9/19/04 0:00,1,0,140 ha treated.
-12.43166667,17.39194444,10/18/04 0:00,10/18/04 0:00, ,160,Exact, ,59430,BIGRAMSES_20041022_M,160 ha treated.,1,1,2,2000000,2000000,10/18/04 0:00,10/18/04 0:00,1,0,160 ha treated.
-5.633055556,32.15416667,7/17/04 0:00,7/17/04 0:00,Izlane,300,Exact, ,51893,BIGRAMSES_20040722_M,300 ha treated.,1,1,2,250000,700000,7/17/04 0:00,7/17/04 0:00,1,0,300 ha treated.
-5.870277778,30.8,7/16/04 0:00,7/16/04 0:00,Tafsate,30,Exact, ,51897,BIGRAMSES_20040722_M,30 ha treated.,1,1,2,200000,300000,7/16/04 0:00,7/16/04 0:00,1,0,30 ha treated.
-4.133888889,32.45444444,7/11/04 0:00,7/11/04 0:00,Tiouzaguine,40,Exact, ,51740,BIGRAMSES_20040722_M,40 ha treated.,1,1,2,100000,200000,7/11/04 0:00,7/11/04 0:00,1,0,40 ha treated.
-15.56555556,17.98138889,10/19/04 0:00,10/19/04 0:00, ,3500,Exact, ,59485,BIGRAMSES_20041022_M,3000 ha treated.,1,1,2,2500000,2500000,10/19/04 0:00,10/19/04 0:00,1,0,3000 ha treated.
-6.227777778,32.25972222,3/28/04 0:00,3/28/04 0:00, ,1422,Exact, ,40639,MOR04-19,1422HA AERIAL CONTRO,1,1,2,500000,500000,3/28/04 0:00,3/28/04 0:00,1,-1,1422HA AERIAL CONTRO
-11.62833333,20.93333333,4/20/04 0:00,4/20/04 0:00, ,15,Exact, ,42430,BIGRAMSES_20040422_M,  . 15 ha treated.,1,1,2,2000000,2000000,4/20/04 0:00,4/20/04 0:00,1,0,  . 15 ha treated.
-14.93611111,20.35416667,4/3/04 0:00,4/3/04 0:00, ,20,Exact, ,42454,BIGRAMSES_20040422_M,  . 20 ha treated.,1,1,2,1500000,1500000,4/3/04 0:00,4/3/04 0:00,1,0,  . 20 ha treated.
3.033333333,34.13333333,4/19/04 0:00,4/19/04 0:00, ,480,Exact, ,43387,BIGRAMSES_20040429_A,480 HA TREATED,1,1,1,0,0,4/19/04 0:00,4/19/04 0:00,1,0,480 HA TREATED
-3.868333333,33.36111111,1/1/05 0:00,1/1/05 0:00,El Argoub,80,Exact, ,69057,BIGRAMSES_20050106_M,80 ha treated.,1,1,2,100000,200000,1/1/05 0:00,1/1/05 0:00,1,0,80 ha treated.
-3.041944444,32.82527778,7/3/04 0:00,7/3/04 0:00,Lamrire,1500,Exact, ,50104,BIGRAMSES_20040714_M,1500 ha treated.,1,1,2,300000,350000,7/3/04 0:00,7/3/04 0:00,1,0,1500 ha treated.
-4.472222222,31.47777778,7/4/04 0:00,7/4/04 0:00,Jarfdal,400,Exact, ,50147,BIGRAMSES_20040714_M,400 ha treated.,1,1,2,200000,200000,7/4/04 0:00,7/4/04 0:00,1,0,400 ha treated.
-14.31277778,17.26611111,6/27/04 0:00,6/27/04 0:00, ,60,Exact, ,49259,BIGRAMSES_20040705_M,65 ha treated.,1,1,2,250000,250000,6/27/04 0:00,6/27/04 0:00,1,0,65 ha treated.
-14.09777778,16.86944444,12/7/04 0:00,12/7/04 0:00, ,1500,Exact, ,66276,BIGRAMSES_20041213_M,1473 ha treated. Fly,1,1,2,800000,800000,12/7/04 0:00,12/7/04 0:00,1,0,1473 ha treated. Fly
-3.598611111,33.66111111,12/18/04 0:00,12/18/04 0:00,Karkour Bouras,1600,Exact, ,67203,BIGRAMSES_20041221_M,1600 ha treated.,1,1,2,300000,400000,12/18/04 0:00,12/18/04 0:00,1,0,1600 ha treated.
-2.781666667,34.09166667,12/8/04 0:00,12/8/04 0:00,Soyakh,800,Exact, ,65985,BIGRAMSES_20041213_M,800 ha treated.,1,1,2,300000,400000,12/8/04 0:00,12/8/04 0:00,1,0,800 ha treated.
-9.010833333,29.49472222,12/9/04 0:00,12/9/04 0:00,Tafraout,35,Exact, ,66008,BIGRAMSES_20041213_M,35 ha treated.,1,1,2,200000,300000,12/9/04 0:00,12/9/04 0:00,1,0,35 ha treated.
-12.97194444,17.52694444,6/14/04 0:00,6/14/04 0:00, ,500,Exact, ,48490,BIGRAMSES_20040622_M,150 ha treated.,1,1,2,4000000,4000000,6/14/04 0:00,6/14/04 0:00,1,0,150 ha treated.
-7.85,30.86666667,7/6/04 0:00,7/6/04 0:00,Tifratine,70,Exact, ,50180,BIGRAMSES_20040714_M,70 ha treated.,1,1,2,400000,400000,7/6/04 0:00,7/6/04 0:00,1,0,70 ha treated.
-6.830555556,30.84166667,7/6/04 0:00,7/6/04 0:00,Aghbalou,80,Exact, ,50186,BIGRAMSES_20040714_M,80 ha treated.,1,1,2,1000000,1000000,7/6/04 0:00,7/6/04 0:00,1,0,80 ha treated.
-4.510277778,31.94361111,7/10/04 0:00,7/10/04 0:00,M'daghra,520,Exact, ,50206,BIGRAMSES_20040714_M,520 ha treated.,1,1,2,150000,250000,7/10/04 0:00,7/10/04 0:00,1,0,520 ha treated.
-9.484722222,28.81888889,7/8/04 0:00,7/8/04 0:00,Oued Azoulif,540,Exact, ,49970,BIGRAMSES_20040714_M,540 ha treated.,1,1,2,300000,400000,7/8/04 0:00,7/8/04 0:00,1,0,540 ha treated.
-6.782222222,30.99222222,7/9/04 0:00,7/9/04 0:00,Golf,15,Exact, ,49852,BIGRAMSES_20040714_M,15 ha treated.,1,1,2,200000,300000,7/9/04 0:00,7/9/04 0:00,1,0,15 ha treated.
-11.58416667,21.04027778,5/4/04 0:00,5/4/04 0:00, ,100,Exact, ,44067,BIGRAMSES_20040520_M,30 ha treated.,1,1,2,2000000,2000000,5/4/04 0:00,5/4/04 0:00,1,0,30 ha treated.
2.883333333,33.81666667,4/2/04 0:00,4/2/04 0:00, ,220,Exact, ,43233,BIGRAMSES_20040429_A,220 HA TREATED,1,1,2,0,0,4/2/04 0:00,4/2/04 0:00,1,0,220 HA TREATED
-13.99305556,17.03555556,9/24/04 0:00,9/24/04 0:00, ,340,Exact, ,56936,BIGRAMSES_20040928_M,240 ha treated.,1,1,2,2400000,2400000,9/24/04 0:00,9/24/04 0:00,1,0,240 ha treated.
-10.46083333,16.43944444,9/30/04 0:00,9/30/04 0:00, ,100,Exact, ,58007,BIGRAMSES_20041015_M,100 ha treated.,1,1,2,100000,100000,9/30/04 0:00,9/30/04 0:00,1,0,100 ha treated.
-14.13416667,16.81,9/18/04 0:00,9/18/04 0:00, ,120,Exact, ,55837,BIGRAMSES_20040920_M,120 ha treated.,1,1,2,2900000,2900000,9/18/04 0:00,9/18/04 0:00,1,0,120 ha treated.
-13.97888889,19.54666667,10/1/04 0:00,10/1/04 0:00, ,200,Exact, ,57934,BIGRAMSES_20041015_M,200 ha treated.,1,1,2,3000000,3000000,10/1/04 0:00,10/1/04 0:00,1,0,200 ha treated.
-4.554166667,31.89888889,7/6/04 0:00,7/6/04 0:00,My Mhamed,16,Exact, ,49983,BIGRAMSES_20040714_M,16 ha treated.,1,1,2,100000,100000,7/6/04 0:00,7/6/04 0:00,1,0,16 ha treated.
-15.69527778,16.43305556,10/13/04 0:00,10/13/04 0:00, ,120,Exact, ,58525,SEN04-58,120HA GROUND CONTROL,1,1,2,1000000,3000000,10/13/04 0:00,10/13/04 0:00,1,-1,120HA GROUND CONTROL
-11.34638889,16.00111111,10/9/04 0:00,10/9/04 0:00, ,1500,Exact, ,58351,BIGRAMSES_20041015_M,1500 ha treated.,1,1,2,100000,100000,10/9/04 0:00,10/9/04 0:00,1,0,1500 ha treated.
-12.46388889,17.47555556,10/18/04 0:00,10/18/04 0:00, ,30,Exact, ,59419,BIGRAMSES_20041022_M,30 ha treated.,1,1,2,600000,600000,10/18/04 0:00,10/18/04 0:00,1,0,30 ha treated.
-15.33444444,16.66194444,10/18/04 0:00,10/18/04 0:00, ,7000,Exact, ,59446,BIGRAMSES_20041022_M,415 ha treated.,1,1,2,1000000,1500000,10/18/04 0:00,10/18/04 0:00,1,0,415 ha treated.
-9.262777778,30.18055556,11/3/04 0:00,11/3/04 0:00,Anou Ljdid,150,Exact, ,61962,BIGRAMSES_20041108_M,150 ha treated.,1,1,2,200000,400000,11/3/04 0:00,11/3/04 0:00,1,0,150 ha treated.
-14.235,19.62138889,10/30/04 0:00,10/30/04 0:00, ,600,Exact, ,60820,BIGRAMSES_20041102_M,600 ha treated.,1,1,2,200000,200000,10/30/04 0:00,10/30/04 0:00,1,0,600 ha treated.
-16.0225,17.58916667,10/28/04 0:00,10/28/04 0:00, ,8000,Exact, ,60842,BIGRAMSES_20041102_M,7200 ha treated.,1,1,2,600000,600000,10/28/04 0:00,10/28/04 0:00,1,0,7200 ha treated.
-9.166666667,29.52166667,11/2/04 0:00,11/2/04 0:00,Ait Taleb-Brahim,200,Exact, ,61946,BIGRAMSES_20041108_M,200 ha treated.,1,1,2,100000,200000,11/2/04 0:00,11/2/04 0:00,1,0,200 ha treated.
-11.94888889,20.99555556,11/1/04 0:00,11/1/04 0:00, ,1600,Exact, ,61647,BIGRAMSES_20041108_M,1400 ha treated.,1,1,2,600000,600000,11/1/04 0:00,11/1/04 0:00,1,0,1400 ha treated.
-12.85805556,15.51277778,10/27/04 0:00,10/27/04 0:00, ,4800,Exact, ,60895,BIGRAMSES_20041102_M,4800 ha treated.,1,1,2,900000,900000,10/27/04 0:00,10/27/04 0:00,1,0,4800 ha treated.
-11.07972222,28.46694444,11/19/04 0:00,11/19/04 0:00,Ben Khil,50,Exact, ,63790,BIGRAMSES_20041124_M,50 ha treated.,1,1,2,200000,300000,11/19/04 0:00,11/19/04 0:00,1,0,50 ha treated.
-2.041666667,34.2875,11/19/04 0:00,11/19/04 0:00,Bendimeya,500,Exact, ,63805,BIGRAMSES_20041124_M,500 ha treated.,1,1,2,300000,400000,11/19/04 0:00,11/19/04 0:00,1,0,500 ha treated.
-15.70972222,23.79527778,11/17/04 0:00,11/17/04 0:00,Amsoussaf,200,Exact, ,63826,BIGRAMSES_20041124_M,200 ha treated.,1,1,2,80000,100000,11/17/04 0:00,11/17/04 0:00,1,0,200 ha treated.
-1.620833333,32.29527778,11/17/04 0:00,11/17/04 0:00,Zoulay,3400,Exact, ,63856,BIGRAMSES_20041124_M,3400 ha treated.,1,1,2,700000,800000,11/17/04 0:00,11/17/04 0:00,1,0,3400 ha treated.
-9,31.68333333,11/28/04 0:00,11/28/04 0:00,Ben Hamouen,200,Exact, ,64810,BIGRAMSES_20041201_M,1100 ha treated.,1,1,2,200000,300000,11/28/04 0:00,11/28/04 0:00,1,0,1100 ha treated.
10.35916667,25.33333333,12/24/04 0:00,12/24/04 0:00, ,0,Exact, ,67916,LIB04-47,200HA GROUND CONTROL,1,1,2,600000,700000,12/24/04 0:00,12/24/04 0:00,1,-1,200HA GROUND CONTROL
9.6825,26.18166667,12/17/04 0:00,12/17/04 0:00, ,0,Exact, ,67909,LIB04-47,100HA GROUND CONTROL,1,1,2,100000,150000,12/17/04 0:00,12/17/04 0:00,1,-1,100HA GROUND CONTROL
29.44472222,30.85472222,11/14/04 0:00,11/14/04 0:00, ,0,Exact, ,64471,EGY04-36,3750HA GROUND CONTRO,1,1,2,0,0,11/14/04 0:00,11/14/04 0:00,1,-1,3750HA GROUND CONTRO
-1.77,34.46916667,12/22/04 0:00,12/22/04 0:00,Lahdardra,800,Exact, ,67670,BIGRAMSES_20041230_M,800 ha treated.,1,1,2,200000,300000,12/22/04 0:00,12/22/04 0:00,1,0,800 ha treated.
-4.095833333,31.85194444,12/23/04 0:00,12/23/04 0:00,Migdada,20,Exact, ,67678,BIGRAMSES_20041230_M,20 ha treated.,1,1,2,50000,100000,12/23/04 0:00,12/23/04 0:00,1,0,20 ha treated.
-8.075555556,30.71138889,12/25/04 0:00,12/25/04 0:00,Imdghasse,700,Exact, ,67693,BIGRAMSES_20041230_M,700 ha treated.,1,1,2,600000,800000,12/25/04 0:00,12/25/04 0:00,1,0,700 ha treated.
-10.46611111,28.76694444,11/21/04 0:00,11/21/04 0:00,Labiar,800,Exact, ,64225,BIGRAMSES_20041126_M,800 ha treated.,1,1,2,200000,300000,11/21/04 0:00,11/21/04 0:00,1,0,800 ha treated.
-9.604166667,29.60277778,11/22/04 0:00,11/22/04 0:00,Oued Lbgri,1000,Exact, ,64253,BIGRAMSES_20041126_M,1000 ha treated.,1,1,2,200000,300000,11/22/04 0:00,11/22/04 0:00,1,0,1000 ha treated.
-9.461666667,29.96972222,12/21/04 0:00,12/21/04 0:00,Assersif,150,Exact, ,67719,BIGRAMSES_20041230_M,150 ha treated.,1,1,2,100000,100000,12/21/04 0:00,12/21/04 0:00,1,0,150 ha treated.
-9.657777778,30.04138889,12/11/04 0:00,12/11/04 0:00,Aghrims,4,Exact, ,66507,BIGRAMSES_20041216_M,4 ha treated.,1,1,2,100000,200000,12/11/04 0:00,12/11/04 0:00,1,0,4 ha treated.
-6.652222222,30.56777778,12/11/04 0:00,12/11/04 0:00,zte Ouzdine,50,Exact, ,66511,BIGRAMSES_20041216_M,50 ha treated.,1,1,2,300000,400000,12/11/04 0:00,12/11/04 0:00,1,0,50 ha treated.
-9.615277778,29.99222222,12/1/04 0:00,12/1/04 0:00,Sidi Aabou,1400,Exact, ,65327,BIGRAMSES_20041206_M,1400 ha treated.,1,1,2,100000,100000,12/1/04 0:00,12/1/04 0:00,1,0,1400 ha treated.
-5.098333333,32.73666667,11/22/04 0:00,11/22/04 0:00,Mimsdal,500,Exact, ,64282,BIGRAMSES_20041126_M,500 ha treated.,1,1,2,200000,300000,11/22/04 0:00,11/22/04 0:00,1,0,500 ha treated.
-9.466666667,31.42777778,11/24/04 0:00,11/24/04 0:00,Lhamoul,3000,Exact, ,64328,BIGRAMSES_20041126_M,3000 ha treated.,1,1,2,100000,200000,11/24/04 0:00,11/24/04 0:00,1,0,3000 ha treated.
-9.958333333,29.68222222,12/15/04 0:00,12/15/04 0:00,Sidi Boulfdail,1600,Exact, ,66567,BIGRAMSES_20041216_M,1600 ha treated.,1,1,2,400000,500000,12/15/04 0:00,12/15/04 0:00,1,0,1600 ha treated.
-8.275277778,29.38055556,12/5/04 0:00,12/5/04 0:00,Tagouma,800,Exact, ,65402,BIGRAMSES_20041206_M,800 ha treated.,1,1,2,40000,60000,12/5/04 0:00,12/5/04 0:00,1,0,800 ha treated.
-7.878611111,30.4675,10/31/04 0:00,10/31/04 0:00,Imgoune,600,Exact, ,61462,BIGRAMSES_20041104_M,600 ha treated.,1,1,2,300000,400000,10/31/04 0:00,10/31/04 0:00,1,0,600 ha treated.
-9.473611111,28.64388889,10/21/04 0:00,10/21/04 0:00,Oued Assa,1200,Exact, ,61237,BIGRAMSES_20041104_M,1200 ha treated.,1,1,2,200000,250000,10/21/04 0:00,10/21/04 0:00,1,0,1200 ha treated.
-8.150555556,30.3875,11/9/04 0:00,11/9/04 0:00,Tagnit Choukra,600,Exact, ,62456,BIGRAMSES_20041112_M,600 ha treated.,1,1,2,100000,200000,11/9/04 0:00,11/9/04 0:00,1,0,600 ha treated.
-9.307222222,29.8575,11/6/04 0:00,11/6/04 0:00,Ait Moussa,2000,Exact, ,62391,BIGRAMSES_20041112_M,2000 ha treated.,1,1,2,600000,1000000,11/6/04 0:00,11/6/04 0:00,1,0,2000 ha treated.
-8.611388889,30.51722222,10/24/04 0:00,10/24/04 0:00,Arazane,2400,Exact, ,61286,BIGRAMSES_20041104_M,2400 ha treated.,1,1,2,100000,600000,10/24/04 0:00,10/24/04 0:00,1,0,2400 ha treated.
-6.866111111,30.91472222,10/25/04 0:00,10/25/04 0:00,Talate,800,Exact, ,61318,BIGRAMSES_20041104_M,800 ha treated.,1,1,2,300000,500000,10/25/04 0:00,10/25/04 0:00,1,0,800 ha treated.
-10.44,28.83805556,10/26/04 0:00,10/26/04 0:00,Ras Oumlil,5000,Exact, ,61327,BIGRAMSES_20041104_M,5000 ha treated.,1,1,2,200000,300000,10/26/04 0:00,10/26/04 0:00,1,0,5000 ha treated.
11.53638889,26.09444444,11/17/04 0:00,11/17/04 0:00, ,0,Exact, ,63389,LIB04-39,1200 HA CONTROLLED,1,1,2,100000,100000,11/17/04 0:00,11/17/04 0:00,1,-1,1200 HA CONTROLLED
-9.307222222,29.8575,11/7/04 0:00,11/7/04 0:00,Bouchouari,2800,Exact, ,62417,BIGRAMSES_20041112_M,2800 ha treated.,1,1,2,600000,1000000,11/7/04 0:00,11/7/04 0:00,1,0,2800 ha treated.
-3.038333333,32.05361111,11/9/04 0:00,11/9/04 0:00,Maader lamssarine,2000,Exact, ,62470,BIGRAMSES_20041112_M,2000 ha treated.,1,1,2,200000,300000,11/9/04 0:00,11/9/04 0:00,1,0,2000 ha treated.
-13.07277778,16.30083333,11/6/04 0:00,11/6/04 0:00, ,2000,Exact, ,62238,BIGRAMSES_20041112_M,2400 ha treated. Fly,1,1,2,2000000,2000000,11/6/04 0:00,11/6/04 0:00,1,0,2400 ha treated. Fly
-9.783333333,29.11666667,10/23/04 0:00,10/23/04 0:00,Tagant,1000,Exact, ,61382,BIGRAMSES_20041104_M,1000 ha treated.,1,1,2,150000,200000,10/23/04 0:00,10/23/04 0:00,1,0,1000 ha treated.
-9.404722222,29.58083333,10/23/04 0:00,10/23/04 0:00,Tigmi,1200,Exact, ,61392,BIGRAMSES_20041104_M,1200 ha treated.,1,1,2,600000,900000,10/23/04 0:00,10/23/04 0:00,1,0,1200 ha treated.
9.813611111,26.17888889,11/3/04 0:00,11/3/04 0:00, ,0,Exact, ,63339,LIB04-38,80 HA,1,1,2,150000,200000,11/3/04 0:00,11/3/04 0:00,1,-1,80 HA
-10.67805556,16.44861111,11/15/04 0:00,11/15/04 0:00, ,4100,Exact, ,63304,BIGRAMSES_20041118_M,4100 ha treated.,1,1,2,500000,500000,11/15/04 0:00,11/15/04 0:00,1,0,4100 ha treated.
-9.266666667,28.03333333,10/14/04 0:00,10/14/04 0:00,Oued Zag,200,Exact, ,59972,BIGRAMSES_20041026_M,200 ha treated.,2,1,2,200000,300000,10/14/04 0:00,10/14/04 0:00,1,0,200 ha treated.
-9.426944444,29.65277778,12/31/04 0:00,12/31/04 0:00,Douar Ighchan,40,Exact, ,68683,BIGRAMSES_20050104_M,40 ha treated.,1,1,2,300000,500000,12/31/04 0:00,12/31/04 0:00,1,0,40 ha treated.
-4.034444444,31.69833333,12/30/04 0:00,12/30/04 0:00,Rahmoun,2000,Exact, ,68675,BIGRAMSES_20050104_M,2000 ha treated.,1,1,2,100000,150000,12/30/04 0:00,12/30/04 0:00,1,0,2000 ha treated.
-12.19861111,15.36777778,10/4/04 0:00,10/4/04 0:00, ,40,Exact, ,58204,BIGRAMSES_20041015_M,40 ha treated.,1,1,2,5000000,5000000,10/4/04 0:00,10/4/04 0:00,1,0,40 ha treated.
